CID_Outside_Identifier,Practice Size,Practice Size Code,Specialty,Specialty Code,CFPR,NCR,CPL45,DARO120,DAR
4626-1-1,Single Provider,1,Mental Health,1,1,0.996,0.701,0.0412,33.010526
4676-1-1,Single Provider,1,Mental Health,1,1,1,0.9259,0,26.851852
4695-1-3,Medium Practice,3,Mental Health,1,1,0,0.2958,0,53.40678
4815-1-1,Single Provider,1,Mental Health,1,1,0.0239,0.1109,0.0067,31.08642
4880-1-1,Single Provider,1,Mental Health,1,1,1,0.9821,0,12.714286
4940-1-1,Single Provider,1,Mental Health,1,1,1.0689,0.9656,0,16.446247
4984-1-2,Small Practice,2,Mental Health,1,1,0.695,0.7848,0,30.597222
5043-1-3,Medium Practice,3,Mental Health,1,1,0.2586,0,0,82.5
5121-1-2,Small Practice,2,Mental Health,1,1,1.0011,0.6082,0.0167,36.036171
5135-1-1,Single Provider,1,Mental Health,1,1,1,0,0,93
5151-1-2,Small Practice,2,Mental Health,1,1,0.1935,0.5,0,54
5281-1-1,Single Provider,1,Mental Health,1,1,1,0.5658,0.1316,51.904192
5304-1-1,Single Provider,1,Mental Health,1,1,0.6392,0.0714,0,0
5313-1-1,Single Provider,1,Mental Health,1,1,0.9856,0.9085,0.0131,25.633826
5384-1-2,Small Practice,2,Mental Health,1,1,1,0.8421,0,18.555556
5438-1-1,Single Provider,1,Mental Health,1,1,1.3455,0.98,0,16.367347
5506-1-1,Single Provider,1,Mental Health,1,1,1,0.2895,0.0658,66.644737
5519-1-4,Big Practice,4,Mental Health,1,1,1,1,0,18
5550-1-2,Small Practice,2,Mental Health,1,1,0,0.2268,0.0012,15.894737
5571-1-4,Big Practice,4,Mental Health,1,1,0.9758,0.8767,0.0048,21.443507
5601-1-1,Single Provider,1,Mental Health,1,1,1,0.6653,0.0227,42.776439
5613-1-1,Single Provider,1,Mental Health,1,1,1,0.6512,0,30.44186
5671-1-1,Single Provider,1,Mental Health,1,1,1,0.4603,0.0952,64.936508
5680-1-1,Single Provider,1,Mental Health,1,1,0.9951,0.8228,0,15.923664
5724-1-1,Single Provider,1,Mental Health,1,1,1.0035,0.5179,0.0022,46.846154
5787-1-1,Single Provider,1,Mental Health,1,1,0,0.173,0.0024,21.310395
5824-1-1,Single Provider,1,Mental Health,1,1,0.9545,0.7592,0.0209,31.958115
5912-1-1,Single Provider,1,Mental Health,1,1,0.8127,1,0,11.333333
5919-1-2,Small Practice,2,Mental Health,1,1,0.8595,0.8811,0,21.252381
5980-1-1,Single Provider,1,Mental Health,1,1,1,0.6667,0.0833,42.9
6018-1-2,Small Practice,2,Mental Health,1,1,1.1966,0.956,0,20.233333
6059-1-1,Single Provider,1,Mental Health,1,1,1.0019,0.7666,0,31.820926
6085-1-1,Single Provider,1,Mental Health,1,1,1,0.7743,0,29.015842
6086-1-1,Single Provider,1,Mental Health,1,1,0.5414,0,0,59
6111-1-1,Single Provider,1,Mental Health,1,1,0.933,0.225,0.125,84.725
6131-1-1,Single Provider,1,Mental Health,1,1,0.1497,0.1429,0,39
6177-1-2,Small Practice,2,Mental Health,1,1,0.9904,0.6194,0.1282,47.268085
6213-1-2,Small Practice,2,Mental Health,1,1,0.8706,0.7069,0.0077,35.276803
626-1-1,Single Provider,1,Mental Health,1,1,0.3743,0.2413,0.024,42.849265
6265-1-1,Single Provider,1,Mental Health,1,1,0.9514,1,0,35
6273-1-1,Single Provider,1,Mental Health,1,1,1,0.9091,0,19.909091
6286-1-2,Small Practice,2,Mental Health,1,1,0.2857,0,0.125,100.625
6293-1-2,Small Practice,2,Mental Health,1,1,0.7195,0.8189,0.0038,28.230674
6309-1-2,Small Practice,2,Mental Health,1,1,0.8592,0.6993,0.021,34.328302
6408-1-2,Small Practice,2,Mental Health,1,1,1,1,0,33.5
6461-1-1,Single Provider,1,Mental Health,1,1,1,0.6429,0,33.285714
6482-1-2,Small Practice,2,Mental Health,1,1,1.0004,0.3602,0.2961,81.732919
6531-1-3,Medium Practice,3,Mental Health,1,1,0.9973,0.9962,0,23.560837
6579-1-2,Small Practice,2,Mental Health,1,1,0.9833,0.9111,0.0889,43.244444
6581-1-1,Single Provider,1,Mental Health,1,1,1,0.3333,0.5,75.333333
6587-1-1,Single Provider,1,Mental Health,1,1,1,0,1,131
6613-1-2,Small Practice,2,Mental Health,1,1,0.8425,0.3173,0.2484,82.542683
6748-1-1,Single Provider,1,Mental Health,1,1,0.645,0.8,0.2,55.4
6810-1-1,Single Provider,1,Mental Health,1,1,1,0.8571,0,30.714286
6823-1-1,Single Provider,1,Mental Health,1,1,1,0.3333,0,52.333333
6835-1-1,Single Provider,1,Mental Health,1,1,0.2536,0.1818,0,69.2
6839-1-1,Single Provider,1,Mental Health,1,1,1,0,0.9231,131.076923
6937-1-4,Big Practice,4,Mental Health,1,1,0.897,0.8271,0,29.359528
6947-1-1,Single Provider,1,Mental Health,1,1,0.8646,0.6848,0,34.47619
6967-1-2,Small Practice,2,Mental Health,1,1,0.9674,0.9509,0.0065,15.757774
6977-1-1,Single Provider,1,Mental Health,1,1,0.8671,0.565,0.0583,42.519802
7016-1-2,Small Practice,2,Mental Health,1,1,0.801,0.5465,0.0053,34.148936
7062-1-2,Small Practice,2,Mental Health,1,1,0.9106,0.2222,0,0
7109-1-4,Big Practice,4,Mental Health,1,1,0,0.0045,0,23.4375
7110-1-1,Single Provider,1,Mental Health,1,1,1,1,0,9.391304
71-1-1,Single Provider,1,Mental Health,1,1,1,0.8198,0.012,29.495468
7169-1-1,Single Provider,1,Mental Health,1,1,0,0.3233,0.0133,23.781327
7182-1-1,Single Provider,1,Mental Health,1,1,0.704,0.6667,0.0606,35.836364
7215-1-1,Single Provider,1,Mental Health,1,1,1,1,0,18
7228-1-2,Small Practice,2,Mental Health,1,1,1,0.6585,0,40.292683
7230-1-1,Single Provider,1,Mental Health,1,1,1,0.1667,0,26
7231-1-1,Single Provider,1,Mental Health,1,1,0.9661,1,0,11.666667
7282-1-1,Single Provider,1,Mental Health,1,1,0,0.2227,0,13.649123
7292-1-1,Single Provider,1,Mental Health,1,1,0,0.5,0.125,48.166667
7311-1-2,Small Practice,2,Mental Health,1,1,0.7988,0.4766,0.0547,55.418803
7344-1-1,Single Provider,1,Mental Health,1,1,1,1,0,39
7375-1-4,Big Practice,4,Mental Health,1,1,0,0.0067,0,15.4
7385-1-1,Single Provider,1,Mental Health,1,1,0.9805,0.8182,0,19.631579
7389-1-1,Single Provider,1,Mental Health,1,1,0.8516,0.6615,0.0625,41.745856
7429-1-2,Small Practice,2,Mental Health,1,1,1,0.6545,0,29.933333
7433-1-1,Single Provider,1,Mental Health,1,1,1,0,0,117
7471-1-1,Single Provider,1,Mental Health,1,1,0.26,0.0353,0,20.4
7489-1-2,Small Practice,2,Mental Health,1,1,1,0.3947,0,30.2
7504-1-2,Small Practice,2,Mental Health,1,1,0.976,0.8131,0,28.019048
7538-1-1,Single Provider,1,Mental Health,1,1,0.5984,0.3333,0,40.666667
7552-1-1,Single Provider,1,Mental Health,1,1,1,0.1,0.9,172
7602-1-1,Single Provider,1,Mental Health,1,1,0.9751,0.8582,0,29.655172
7609-1-1,Single Provider,1,Mental Health,1,1,1,0.6667,0,21.5
7622-1-1,Single Provider,1,Mental Health,1,1,1,0.75,0,16
7632-1-1,Single Provider,1,Mental Health,1,1,0.8759,0.8,0,30.769697
7640-1-2,Small Practice,2,Mental Health,1,1,1,1,0,12.875
7651-1-1,Single Provider,1,Mental Health,1,1,0.674,0.5,0,20.666667
7690-1-1,Single Provider,1,Mental Health,1,1,0,0.8824,0,7.466667
7691-1-1,Single Provider,1,Mental Health,1,1,0,0.6667,0,9.5
7709-1-2,Small Practice,2,Mental Health,1,1,1,0.9545,0,12.287582
7716-1-1,Single Provider,1,Mental Health,1,1,0.0264,0.0099,0,11
7799-1-2,Small Practice,2,Mental Health,1,1,0.6855,0.8333,0,24.1
7839-1-1,Single Provider,1,Mental Health,1,1,0.8036,0.7763,0,26.4
7876-1-1,Single Provider,1,Mental Health,1,1,1,1,0,29
7877-1-1,Single Provider,1,Mental Health,1,1,1,0.75,0,26.333333
7878-1-1,Single Provider,1,Mental Health,1,1,0.9094,0.0952,0,49.125
7886-1-1,Single Provider,1,Mental Health,1,1,1,1,0,26.5
7890-1-1,Single Provider,1,Mental Health,1,1,1,0.8333,0,7
7891-1-1,Single Provider,1,Mental Health,1,1,0.9903,1,0,19.142857
7915-1-1,Single Provider,1,Mental Health,1,1,0.9443,0.913,0,19.132353
7927-1-1,Single Provider,1,Mental Health,1,1,1,1,0,25.068966
7952-1-1,Single Provider,1,Mental Health,1,1,0,0.1231,0,23.041667
7953-1-1,Single Provider,1,Mental Health,1,1,1,1,0,24
7961-1-1,Single Provider,1,Mental Health,1,1,0.0172,0.087,0,9.5
7984-1-1,Single Provider,1,Mental Health,1,1,0,0.1296,0,1
7987-1-5,Unkown,5,Mental Health,1,1,0,0.75,0,3.333333
8007-1-5,Unkown,5,Mental Health,1,1,1,1,0,21
94-1-1,Single Provider,1,Mental Health,1,1,1.0035,0.6055,0.0654,47.540426
